Centris no,Type,Date Listed,Status,Address,Size,Active price,Taxes,Old prices,Zoning,Coordinates,Description
26252752,Lot for sale,2023-06-20,Active,"6E, Rue Radieux, Sainte-Adèle, Neighbourhood Mont Rolland",35550 sqft,179000,NO,"0,00",Residential,45.9515144600--74.1085729300,"Nouveau projet résidentiel à Sainte-Adèle ! Bel emplacement, au bout d'un cul-de-sac, terrain boisé, à 5 minutes du village, Parc Linéaire Le P'tit Train du Nord, nouveau Centre Sportif des Pays-d'en-Haut, du Parc de la Rivière Doncaster et accès rapide à l'autoroute 15."
9330323,Lot for sale,2023-06-20,Active,"Chemin de l'Intrépide, Saint-Sauveur",51471 sqft,199900,NO,"0,00",Residential,45.8699912200--74.1947882200,"Grand terrain de plus de 51 000 pieds carrés avec vue surprenante de la vallée prêt pour la construction de la maison de vos rêves. À proximité des pentes de ski, club de golf, restaurants, pharmacie, épiceries, SAQ et de tous les services du Village St-Sauveur. L'électricité est rendue sur place. Située en haut du chemin de l'intrépide ou plusieurs nouvelles constructions sont érigées avec de splendides vues. Voir vidéo de drone ci-joint. Zonage HV-119 voir gille ci-jointe."
22748217,Lot for sale,2023-06-20,Active,"boulevard de l'Aéroparc, Lachute",15000 sqft,225000,NO,"0,00",Residential,45.6517185000--74.3600442700,"Rare opportunity on the market! Land of 15,000 sq.ft. lot to be developed and densified, located in the heart of Lachute on the Aeroparc Bl. and close to highway 148 not far from downtown and the A50. A sector in strong economic redevelopment in the very short term. The current zoning allows for heavy and light commercial use as well as residential and other uses."
23146584,Lot for sale,2023-06-20,Active,"Chemin de l'Orignal, Sainte-Thècle",43180 sqft,325000,YES,"0,00",Residential,46.8033516200--72.6258162000,"# 37 ** MAQGNIFIQUES TERRAINS BORDÉS PAR L'EAU **  Nouveau développement situé en bordure du lac Archange à la limite de Sainte-Thècle et de Grandes-Piles, dans la MRC Mékinac, en Mauricie. Plus d'une dizaine de terrains disponibles, rue privée qui vous assure un maximum de quiétude. C'est un rendez-vous avec la nature ! À environ 5 km du village.  Contactez-nous pour plus d'informations! C'est ça l'Équipe Bruneau-Côté!"
22176007,Lot for sale,2023-06-20,Active,"Impasse de l'Ours, Austin",118114 sqft,269000,YES,"0,00",Residential,45.2570105100--72.2496011400,"SHORT TERM RENTAL! UNIQUE OPPORTUNITY IN A PRIVATE DOMAIN! Mixed wooded land of over 2.5 acres in a quiet area and out of sight. 3 more lots are available. Superb location 10 minutes from downtown Magog, 5 minutes from the highway and only 1h10 from Montreal."
18971816,Lot for sale,2023-06-20,Active,"2000, Rue de la Visitation, Saint-Charles-Borromée",29000 sqft,995000,NO,"0,00","Commercial, Residential",46.0674380700--73.4915307300,"Sur une artère principale de la Ville de Saint-Charles Borromée dans  un secteur en pleine croissance vous trouverez le 2000 rue de la Visitation, Terrain avec une mulitude de possibilités, zonage résidentiel, commerciale et de plus la possibilité de contruire un immeuble multi-logements."
27926976,Lot for sale,2023-06-20,Active,"Chemin Isaac-Grégoire Sud, La Minerve",71105 sqft,42999,NO,"0,00","Agricultural, Commercial, Forest, Residential",46.2205751600--74.9435545600,"71,000 sq. ft. lot overlooking Lake Chapleau and ready to welcome your project! See the zoning grid and the new construction guide of the municipality. Can be sold with neighboring lot 5,264,977 with an area of 69,000 sq. ft. (Centris no.: 25993777). The lands do not have access to the lake."
9105919,Lot for sale,2023-06-20,Active,"Montée Lafrance, Lac-des-Plages",39990 sqft,65000,YES,"0,00",Residential,46.0036033600--74.8953882300,"Splendid wooded lot for your dream project! Magnificently located at the gateway to the Laurentians, only 40 km from Tremblant. This land includes one of the very few notarized accesses to the majestic Lac-des-Plages. Finally live a nature life in the municipality of Lac-des-Plages (One of the best kept secrets of the Outaouais) Whether you are cross-country skiing or quad rider, kayaking or snowmobiling, this charming little municipality will charm you. The perfect place to live the chalet life. Come take a look. You will not be disappointed!"
19474038,Lot for sale,2023-06-20,Active,"1000, Rue des Jonquilles, Victoriaville",46534 sqft,239900,NO,"0,00",Residential,46.0613540000--72.0023930000,Beau et grand terrain de 46 500 pi2 avec un accès direct à la rivière Nicolet situé dans le Colonial. Prêt à accueillir votre propriété! Rendez-vous dans la section Addenda pour plus d'informations.
21822964,Lot for sale,2023-06-20,Active,"Chemin des Bouleaux, Saint-Adolphe-d'Howard",8226 sqft,14000,NO,"0,00",Residential,45.9614120000--74.4182820000,"Residential land, near the village. no municipal services on the ground.Zoning H-042 please consult the attached documents for more details"
14855165,Lot for sale,2023-06-20,Active,"Chemin de la Baie-de-Kipawa, Kipawa",66956 sqft,87080,YES,"0,00",Residential,46.7875432900--78.9804461400,"1 hour east of North Bay or 4 hours north of Toronto. This bilingual community offers all the amenities. Beautiful area of lakes & rivers. Snowmobile, bicycle & hiking trails, fishing, hunting, boating at your doorstep. This pretty tree covered lot is high & dry, ideal to build your dream home on a year round road. Hydro at the road. Internet available."
23911460,Lot for sale,2023-06-20,Active,"Chemin du Lac-du-Castor, Notre-Dame-de-Montauban",270869 sqft,80000,YES,"0,00","Residential, Resort",46.8720435200--72.2617829500,"ICI le temps s'arrête... Offrez vous un havre de paix en montagne au Domaine du Lac à Matte! Terrains à vendre avec accès privé au Lac! Des Terrains dignes d'une terre à bois de 141 000 à 481 000 pc à partir de 60 000$! Vous pourrez construire le chalet de vos rêves dans un environnement à couper le souffle! Le terrain no 21 fait plus de 270 800 pc grand terrain en pente, belle vue sur les montagnes au sud et intime! À 1h15 de Québec et 2 h de Montréal."
16906648,Lot for sale,2023-06-20,Active,"3077, Chemin Vanier, Lévis (Les Chutes-de-la-Chaudière-Est), Neighbourhood Saint-Jean-Chrysostome",8074 sqft,185000,NO,"0,00",Residential,46.7234318600--71.1900999900,"Superbe opportunité, terrain résidentiel de 8071 pc. sans voisin à l'arrière, adossé à un cours d'eau et desservi par les services municipaux (égout et aqueduc). Venez-y construire la maison de vos rêves!"
9241725,Lot for sale,2023-06-20,Active,"71, Allée Verte, Eastman",77463 sqft,168175,YES,"0,00","Recreational and tourism, Residential, Resort",45.3164170400--72.2723841500,"Mount Orford! Magnificent land ready to build, in the Le Vertendre project. Minutes from lakes, trails and rivers. Lot located in the ""reserve"" area. Ecotourism resort zoning, short-term rentals permitted. lot of more than 77,500 sf identified as lot #15 on the plan photo. 4 other lots available - This superb tourist rental project is available to you, Make it a lucrative project!"
20572219,Lot for sale,2023-06-20,Active,"117Z, Avenue King, Pointe-Claire, Neighbourhood Central East",5146 sqft,359000,NO,"0,00",Residential,45.4579990000--73.7909390000,"If you're looking to build a new home, while preserving and enhancing the architectural character of this special neighbourhood, visit today! This home sits on just under 5,200 sqft and is located in a fantastic family-friendly location near parks, great schools, Valois Village, train station, public transit, highway 20 and more. The property requires major renovations. Great opportunity to build a new home in an established neighbourhood. Buyer is responsible to check with city for building regulations."
16311940,Lot for sale,2023-06-20,Active,"17, Rue des Cicindèles, Québec (Sainte-Foy/Sillery/Cap-Rouge), Neighbourhood Cap-Rouge",7057 sqft,317950,NO,"0,00",Residential,46.7572180000--71.3892670000,"Incredible opportunity to build your dream home. Take full advantage in acquiring this lot with water views of beautiful Lac St-Augustin. Proximity to the highway, Club de Golf Cap Rouge and all amenities. Don't miss out on this opportunity."
25315295,Lot for sale,2023-06-20,Active,"Rue de Montjay, Blainville, Neighbourhood East",8804 sqft,450000,YES,"0,00",Residential,45.6843981500--73.7991983100,"Bienvenue dans le prestigieux secteur de Chambéry, où les rêves deviennent réalité. Nous sommes fiers de vous présenter cette opportunité unique d'acheter un terrain prêt à construire, situé dans l'un des quartiers les plus recherchés du secteur. Un quartier écolo-chic qui propose des architectures contemporaine. Tous les services sont souterrains(déjà en place). Saisissez votre chance !"
18322236,Lot for sale,2023-06-20,Active,"Avenue Painchaud, La Pocatière",5393 sqft,67426,YES,"0,00",Residential,47.3779601700--70.0211880300,"Voici votre occasion de vous établir dans un quartier résidentiel tout à fait exceptionnel, du jamais vu dans la région! Nouveau développement incluant 2 parcs, un jardin communautaire, une garderie, une piscine extérieure et un golf virtuel intérieur... Imaginez vivre dans un tel secteur! Réservez votre terrain dès maintenant!"
17068395,Lot for sale,2023-06-20,Active,"10, Rue du Vieux-Chêne, Saint-Sixte",116408 sqft,92000,NO,"0,00",Residential,45.7282324300--75.1992273300,"2.7 acre wooded lot with mature trees on the edge of Lake Farrand. Ideal location to build your dream home in the lakeside community of La Vie au Lac. The lot is already partially cleared and the entrance/laneway is already in place. Located in the hills of the Outaouais just 15 minutes from schools, shops, restaurants and services, 50 minutes from Ottawa, 30 minutes from the Gatineau airport and 1h30 from Montreal. The waters edge is a lush marsh leading to the clear water of the lake. The lot benefits from an additional deeded access to the lake with a dock. Lake Farrand is a protected 1.5km lake. Come see for yourself."
17039666,Lot for sale,2023-06-20,Active,"2678, Rue Sainte-Hélène, Longueuil (Le Vieux-Longueuil), Neighbourhood Central",7125 sqft,489000,NO,"0,00",Residential,45.5098270000--73.4746090000,"Immeuble détaché sur un terrain de plus de 7,200 pieds carrés. Zonage triplex et multi-familiale, tout acheteurs doit faire sa vérification diligente d'après la ville de Longueuil à confirmer la faisabilité de son projet. **Vendu sans garantie légale de qualité aux risques et périls de l'acheteurs**"
11574774,Land for sale,2023-06-20,Active,"Route 210, Newport",4317071 sqft,349900,NO,"0,00","Agricultural, Residential",45.3097308500--71.3809864200,"Superbe terre à bois de 99 acres boisé (mixte) avec potentiel acéricole. Cabane à sucre avec équipements déjà sur place. Chemin forestier, petits sentiers et cabane de chasse vous y attendent. Vous avez des projets??"
21606986,Lot for sale,2023-06-20,Active,"Route Principale, Sainte-Apolline-de-Patton",51969 sqft,50000,NO,"0,00",Residential,46.8513809900--70.1292307300,"AUBAINE! Très grand terrain de 52 000 pieds carrés. Idéal pour votre projet de construction. Zonage résidentiel. Voisin du 934 route Principale. Faites votre offre, vendeur motivé!"
11316270,Lot for sale,2023-06-20,Active,"Rue Principale, Rivière-Héva",36754 sqft,26500,NO,"0,00",Residential,48.2409200000--78.2120670000,"Terrain dans la municipalité de Rivière-héva, prêt à vous accueillir pour la construction de vos rêves !"
27524742,Lot for sale,2023-06-20,Active,"6170, Rue Vanier, Montréal (Ahuntsic-Cartierville), Neighbourhood Cartierville",9780 sqft,1475000,NO,"0,00","Commercial, Residential",45.5306070000--73.7236690000,"9800 sq/f lot with opportunity to build up to 4 storeys , (old house to be demolished) great opportunity for builder or real estate promoters. Walk score of 84 , ""very walkable"", 1 minute from bus lines , 15 min away from Bois-Francs train station."
28496132,Lot for sale,2023-06-20,Active,"2, Chemin du Domaine, Saint-Mathieu-de-Rioux",24476 sqft,61900,YES,"0,00",Residential,48.1618776100--69.0079593600,"Nouveau développement résidentiel face au réputé Lac St-Mathieu. Une belle occasion de devenir propriétaire dans un secteur boisé avec rue tranquille et privée. Situé à moins d'une heure de Rimouski et de RDL, profitez de cet endroit enchanteur, été comme hiver, avec le Mont-St-Mathieu à quelques pas de votre future construction. Possibilité d'obtenir un espace au quai pour votre embarcation nautique préférée! (Places limitées, soyez les premiers à réserver!)"
21353959,Lot for sale,2023-06-20,Active,"Avenue Gagné, Saint-Côme",41161 sqft,55000,YES,"0,00","Commercial, Recreational and tourism, Residential, Resort",46.2673483300--73.8335555400,Consult
16520931,Lot for sale,2023-06-20,Active,"44, Montée du Grand-Pic, Lac-Beauport",13193 sqft,280000,YES,"0,00",Residential,46.9477440800--71.3234792200,"Magnifique vue sur les montagnes et les pentes du centre de ski Le Relais! Faites construire votre maison de rêve au coeur d'un quartier extraordinaire, haut-de-gamme et très convoité situé à Lac-Beauport! À seulement 20 minutes du centre-ville de Québec, ce site unique vous offre la nature à son meilleur, et ce, à proximité de tous les services. Plusieurs terrains sont disponibles et le prix de vente (variable) inclut le déboisement du terrain, le dynamitage, le raccord aux services municipaux, ainsi que les fils d'utilité enfouis. Laissez-vous séduire par ce site enchanteur! Terrain 55"
